Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2016,39,Ang Mo Kio,19,12.5,6,1.2,0.0,0.2857142857142857,1.2,1.2,1.2,29.1,35.2,25.3,5.5,35.6
2016,40,Ang Mo Kio,8,7.0,6,41.8,0.0,6.857142857142858,16.0,23.6,27.8,28.1,33.4,22.9,5.1000000000000005,39.6
2016,41,Ang Mo Kio,20,14.5,9,27.4,0.0,4.571428571428571,26.2,26.6,26.6,29.342857142857145,34.3,23.2,7.614285714285715,50.4
2016,42,Ang Mo Kio,16,11.5,7,36.4,0.0,7.114285714285713,19.2,33.6,36.4,28.785714285714285,34.4,22.4,5.814285714285713,51.1
2016,43,Ang Mo Kio,17,12.5,8,36.6,0.6,12.657142857142858,24.8,29.0,31.4,26.82857142857143,32.4,22.7,4.557142857142859,36.4
2016,44,Ang Mo Kio,11,11.0,11,31.8,0.0,6.457142857142857,13.6,15.4,21.8,27.62857142857143,32.5,22.8,5.357142857142857,63.7
2016,45,Ang Mo Kio,8,7.5,7,25.4,0.0,8.22857142857143,19.2,20.0,23.0,27.557142857142853,34.3,24.1,4.185714285714286,31.3
2016,46,Ang Mo Kio,13,13.0,13,41.2,0.2,14.857142857142858,17.8,28.2,36.0,26.942857142857147,33.4,22.8,4.0285714285714285,36.7
2016,47,Ang Mo Kio,7,5.5,4,38.6,0.0,8.428571428571429,27.6,34.4,37.4,27.557142857142853,33.2,24.0,5.2,34.9
2016,48,Ang Mo Kio,15,9.5,4,8.6,0.0,2.3428571428571425,4.0,4.4,4.4,27.271428571428572,34.1,24.1,5.457142857142856,31.3
2016,49,Ang Mo Kio,15,14.5,14,11.8,0.0,3.5142857142857142,7.4,8.4,9.0,27.814285714285717,34.7,23.8,5.1000000000000005,38.9
2016,50,Ang Mo Kio,14,11.5,9,13.6,0.0,3.571428571428572,6.4,10.0,13.6,27.914285714285718,33.7,23.0,5.642857142857142,36.7
2016,51,Ang Mo Kio,19,15.0,11,46.4,0.6,15.771428571428574,33.8,41.2,44.4,27.228571428571428,33.2,23.4,5.971428571428571,42.1
2016,52,Ang Mo Kio,23,17.5,12,8.4,0.0,2.4,8.2,8.2,8.4,26.399999999999995,32.4,23.1,6.066666666666667,35.6
2017,1,Ang Mo Kio,13,12.0,11,25.0,0.0,3.95,12.2,19.0,24.4,27.775,34.5,23.8,5.225,37.4
2017,2,Ang Mo Kio,16,12.5,9,24.4,0.0,6.457142857142857,18.2,23.4,24.4,27.957142857142852,34.3,22.4,5.485714285714287,38.2
2017,3,Ang Mo Kio,23,21.5,20,51.8,0.0,18.314285714285713,22.2,24.2,29.6,26.842857142857145,33.2,22.8,5.257142857142857,56.9
2017,4,Ang Mo Kio,16,12.5,9,60.6,0.0,11.142857142857142,22.0,23.8,28.6,25.757142857142853,31.2,22.8,6.342857142857143,47.2
2017,5,Ang Mo Kio,7,5.5,4,31.2,0.0,7.7142857142857135,21.0,28.2,30.4,26.757142857142853,33.3,24.0,5.4714285714285715,37.1
2017,6,Ang Mo Kio,4,3.0,2,19.0,0.0,4.285714285714286,15.2,15.4,15.8,26.842857142857145,33.6,23.7,6.957142857142857,45.4
2017,7,Ang Mo Kio,2,2.0,2,8.0,0.0,1.4285714285714286,1.8,2.2,3.4,26.41428571428571,31.3,22.6,9.242857142857146,52.9
2017,8,Ang Mo Kio,6,4.5,3,41.4,0.0,9.028571428571428,22.2,25.8,41.4,26.75714285714286,32.1,23.7,5.914285714285714,34.2
2017,9,Ang Mo Kio,7,6.5,6,39.4,0.6,14.485714285714286,21.2,29.6,30.8,26.20000000000001,31.2,23.1,6.7285714285714295,40.0
