Year,Week,weather station,Max cases with onset in last 2 weeks,Average cases with onset in last 2 weeks,Min cases with onset in last 2 weeks,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Max PSI Central,Avg PSI Central
2019,31,Ang Mo Kio,275.0,275.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,29.342857142857145,33.5,27.2,12.685714285714285,34.9,62.0,56.35
2019,32,Ang Mo Kio,280.0,280.0,280.0,2.0,0.0,0.2857142857142857,2.0,2.0,2.0,29.02857142857143,32.8,27.0,12.442857142857141,32.4,70.0,65.0248447204969
2019,33,Ang Mo Kio,284.0,284.0,284.0,4.8,0.0,1.0,3.4,3.6,3.6,29.357142857142854,33.8,25.0,13.971428571428573,36.7,66.0,59.38125
2019,34,Ang Mo Kio,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.314285714285717,33.9,26.9,14.714285714285715,43.2,64.0,59.28025477707006
2019,35,Ang Mo Kio,240.0,240.0,240.0,14.6,0.0,3.0571428571428565,10.4,14.6,14.6,28.08571428571429,33.1,23.1,12.3,40.3,75.0,61.614906832298146
2019,36,Ang Mo Kio,212.0,212.0,212.0,10.8,0.0,1.542857142857143,8.6,9.2,10.4,29.25714285714286,33.5,23.7,14.3,38.2,73.0,66.8633540372671
2019,37,Ang Mo Kio,182.0,182.0,182.0,0.4,0.0,0.05714285714285715,0.4,0.4,0.4,29.114285714285717,33.7,26.7,13.885714285714286,33.8,121.0,91.49367088607596
2019,38,Ang Mo Kio,144.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,29.12857142857143,33.6,26.4,15.314285714285715,39.2,154.0,100.59627329192548
2019,39,Ang Mo Kio,119.0,119.0,119.0,17.4,0.0,6.885714285714287,14.4,14.4,14.6,28.17142857142857,33.8,23.5,13.842857142857143,43.9,129.0,81.9503105590062
2019,40,Ang Mo Kio,81.0,81.0,81.0,53.6,0.0,11.914285714285715,23.8,24.0,29.2,27.357142857142854,34.2,22.5,11.985714285714286,39.2,62.0,53.52795031055901
2019,41,Ang Mo Kio,82.0,82.0,82.0,17.2,0.0,5.857142857142858,9.4,9.4,9.4,27.714285714285715,34.5,22.9,12.171428571428573,47.5,68.0,55.59748427672957
2019,42,Ang Mo Kio,75.0,75.0,75.0,19.0,0.0,2.8000000000000003,14.4,18.6,19.0,28.47142857142857,34.0,24.1,12.428571428571427,45.7,65.0,55.09316770186336
2019,43,Ang Mo Kio,101.0,101.0,101.0,23.6,0.0,7.12,7.4,9.2,10.6,27.42,33.4,23.8,10.7,33.8,67.0,54.9748427672956
2019,44,Ang Mo Kio,131.0,131.0,131.0,39.4,0.0,11.657142857142858,33.6,39.0,39.4,27.97142857142857,33.6,23.5,10.242857142857146,44.6,75.0,62.422360248447205
2019,45,Ang Mo Kio,144.0,144.0,144.0,41.0,0.0,10.4,37.0,40.8,41.0,28.6,34.9,22.4,10.271428571428572,47.5,86.0,75.9
2019,46,Ang Mo Kio,148.0,148.0,148.0,14.4,0.0,2.2857142857142856,13.6,14.4,14.4,28.04285714285714,34.3,24.2,11.614285714285714,36.7,,
2019,47,Ang Mo Kio,156.0,156.0,156.0,12.4,0.0,3.771428571428572,7.2,9.2,9.8,26.814285714285717,34.5,24.1,13.62857142857143,39.2,,
2019,48,Ang Mo Kio,143.0,143.0,143.0,31.8,0.0,11.7,18.0,26.4,31.8,27.83333333333333,34.5,24.9,13.7,38.9,,
2019,49,Ang Mo Kio,146.0,146.0,146.0,0.2,0.0,0.05,0.2,0.2,0.2,27.05,31.2,25.1,15.5,50.4,,
2019,50,Ang Mo Kio,111.0,111.0,111.0,46.2,0.6,27.714285714285715,13.2,17.4,25.6,24.67142857142857,31.0,22.1,13.485714285714286,45.0,,
2019,51,Ang Mo Kio,93.0,93.0,93.0,7.8,0.0,2.3714285714285714,7.4,7.4,7.4,26.214285714285715,30.9,22.8,14.4,38.5,,
2019,52,Ang Mo Kio,100.0,100.0,100.0,8.8,0.0,1.0666666666666669,7.0,7.6,8.8,27.222222222222214,32.3,24.5,16.355555555555554,43.2,,
