Year,Week,Max Daily Rainfall Total (mm),Min Daily Rainfall Total (mm),Average Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2016.0,31.0,7.0,0.0,1.342857142857143,5.0,5.4,5.6,29.157142857142855,34.0,22.9,10.128571428571428,63.0
2016.0,32.0,9.2,0.0,1.5428571428571427,9.2,9.2,9.2,29.814285714285713,33.5,25.5,9.571428571428571,40.0
2016.0,33.0,15.0,0.0,2.5714285714285716,9.4,11.0,13.2,29.685714285714287,34.4,23.8,9.614285714285714,53.3
2016.0,34.0,26.8,0.0,5.571428571428571,14.4,21.2,25.8,29.442857142857143,33.5,24.2,11.085714285714285,49.0
2016.0,35.0,12.8,0.0,3.4857142857142853,9.6,11.2,12.2,29.042857142857144,34.5,24.1,11.742857142857146,44.6
2016.0,36.0,14.2,0.0,3.6000000000000005,10.4,10.6,10.8,28.785714285714285,33.8,23.2,13.471428571428572,62.3
2016.0,37.0,54.4,0.0,15.200000000000001,40.2,53.0,54.2,28.7,33.8,22.1,12.342857142857143,57.6
2016.0,38.0,47.2,0.0,10.828571428571431,30.2,45.2,46.4,29.08571428571429,33.6,23.6,13.614285714285714,49.7
2016.0,39.0,0.2,0.0,0.028571428571428574,0.2,0.2,0.2,29.599999999999998,35.2,26.5,14.799999999999999,43.6
2016.0,40.0,36.8,0.0,13.142857142857142,17.4,19.8,21.0,28.471428571428568,33.1,23.4,13.942857142857141,51.1
2016.0,41.0,32.8,0.0,6.371428571428571,21.8,29.4,30.8,29.82857142857143,34.6,23.0,14.000000000000002,58.3
2016.0,42.0,9.2,0.0,1.457142857142857,7.6,8.6,8.6,29.24285714285714,33.9,23.4,12.957142857142857,54.4
2016.0,43.0,49.8,0.4,15.542857142857143,24.6,27.4,28.2,27.62857142857143,32.5,23.6,14.957142857142857,51.1
2016.0,44.0,20.6,0.0,7.828571428571428,11.6,11.8,13.4,28.057142857142857,32.7,23.6,14.185714285714285,59.0
2016.0,45.0,20.4,0.0,4.542857142857143,18.4,20.2,20.4,28.21428571428571,33.9,23.6,15.114285714285714,55.4
2016.0,46.0,43.8,0.0,11.714285714285714,13.6,26.8,39.2,27.885714285714283,34.1,22.9,14.514285714285716,42.5
2016.0,47.0,35.2,0.0,10.742857142857144,34.4,35.2,35.2,28.157142857142862,33.3,23.9,14.828571428571426,51.1
2016.0,48.0,5.8,0.0,2.2857142857142856,4.6,4.6,4.8,27.82857142857143,33.7,24.5,16.414285714285715,44.3
2016.0,49.0,18.6,0.0,4.257142857142857,8.4,8.8,8.8,28.728571428571428,34.3,24.8,16.25714285714286,46.1
2016.0,50.0,26.8,0.0,6.371428571428572,16.8,17.4,20.0,28.67142857142857,34.0,23.5,16.34285714285714,51.5
2016.0,51.0,50.4,0.0,12.485714285714286,34.0,43.4,47.8,28.042857142857144,34.1,24.1,17.95714285714286,49.7
2016.0,52.0,5.2,0.0,1.2666666666666666,4.6,4.6,5.2,27.316666666666666,33.3,24.1,20.26666666666667,47.9
2017.0,1.0,17.6,0.0,4.275,11.4,14.8,17.4,28.3625,33.9,24.2,15.25,45.4
2017.0,2.0,0.8,0.0,0.2285714285714286,0.8,0.8,0.8,28.785714285714285,33.6,26.4,15.385714285714286,49.7
2017.0,3.0,14.6,0.0,4.6000000000000005,10.4,12.2,12.6,27.685714285714283,33.0,23.7,16.357142857142858,48.2
2017.0,4.0,97.6,0.0,17.62857142857143,44.0,61.0,70.2,26.457142857142856,31.3,23.4,17.742857142857144,55.1
2017.0,5.0,4.2,0.0,1.0857142857142856,3.6,4.2,4.2,27.64285714285714,33.0,25.1,17.585714285714285,47.9
2017.0,6.0,53.2,0.0,8.342857142857143,25.2,42.6,47.4,27.599999999999994,33.3,23.5,19.671428571428574,67.3
2017.0,7.0,11.8,0.0,2.942857142857143,4.4,8.0,8.6,27.12857142857143,31.4,22.7,21.285714285714285,55.4
2017.0,8.0,37.8,0.0,9.371428571428572,32.4,37.4,37.8,27.514285714285712,32.7,23.9,14.5,53.3
2017.0,9.0,31.4,0.2,11.314285714285715,15.0,17.0,25.0,27.014285714285712,31.2,23.4,17.21428571428571,47.9
2017.0,10.0,16.2,0.0,3.857142857142857,15.2,16.0,16.0,27.685714285714287,32.6,24.0,14.557142857142859,68.8
2017.0,11.0,10.6,0.0,1.5142857142857142,7.8,8.8,8.8,28.55714285714286,33.4,25.2,10.557142857142859,37.4
2017.0,12.0,17.6,0.0,7.371428571428572,17.0,17.6,17.6,28.500000000000004,33.1,23.6,13.971428571428572,53.6
2017.0,13.0,22.2,0.0,5.3999999999999995,12.4,12.6,13.4,27.95714285714286,33.7,24.6,12.914285714285715,46.1
2017.0,14.0,19.2,0.0,5.7142857142857135,9.0,12.0,16.4,28.842857142857145,34.6,23.7,14.185714285714285,43.6
2017.0,15.0,24.0,0.0,6.571428571428571,13.0,18.6,22.8,28.571428571428573,33.4,24.9,11.114285714285716,40.0
2017.0,16.0,58.2,0.0,18.333333333333336,30.4,49.4,57.0,28.63333333333333,33.3,23.0,12.049999999999999,47.2
2017.0,17.0,7.0,0.2,3.6,6.0,6.2,6.6,28.2,31.1,26.7,11.55,50.8
2017.0,18.0,25.2,0.0,6.6,23.4,25.2,25.2,29.200000000000003,33.3,24.6,9.35,41.8
2017.0,19.0,,,,,,,,,,,
