Year,Week,Max National,Avg National,Max South,Avg South,Max North,Avg North,Max East,Avg East,Max Central,Avg Central,Max West,Avg West
2019.0,25.0,52.0,37.55769230769231,52.0,42.37179487179487,42.0,35.21153846153846,52.0,39.07051282051282,51.0,37.532051282051285,48.0,39.46153846153846
2019.0,26.0,62.0,51.58125,62.0,54.1,57.0,51.19375,57.0,50.80625,61.0,53.225,58.0,50.7
2019.0,27.0,62.0,51.49068322981366,64.0,56.07453416149068,61.0,53.64596273291925,63.0,50.40372670807454,64.0,53.50931677018634,60.0,51.98136645962733
2019.0,28.0,54.0,47.130434782608695,57.0,52.18012422360248,55.0,48.16770186335404,52.0,45.66459627329193,52.0,49.24844720496895,57.0,47.63354037267081
2019.0,29.0,59.0,54.9078947368421,59.0,56.276315789473685,58.0,55.21052631578947,57.0,54.026315789473685,59.0,55.671052631578945,57.0,53.4671052631579
2019.0,30.0,57.0,53.075949367088604,57.0,54.15822784810127,56.0,50.18354430379747,55.0,49.74683544303797,52.0,45.822784810126585,57.0,51.44303797468354
2019.0,31.0,61.0,56.03125,64.0,57.61875,62.0,56.55,64.0,56.1375,62.0,56.35,60.0,55.0625
2019.0,32.0,67.0,62.45962732919255,70.0,65.17391304347827,67.0,63.59627329192546,65.0,61.52795031055901,70.0,65.0248447204969,65.0,61.24223602484472
2019.0,33.0,63.0,58.8,66.0,60.45625,63.0,58.78125,64.0,58.91875,66.0,59.38125,61.0,57.94375
2019.0,34.0,62.0,56.547770700636946,64.0,59.28025477707006,61.0,57.32484076433121,62.0,57.35031847133758,64.0,59.28025477707006,61.0,55.318471337579616
2019.0,35.0,81.0,61.850931677018636,81.0,63.29192546583851,68.0,60.391304347826086,73.0,60.27950310559006,75.0,61.61490683229814,76.0,59.93167701863354
2019.0,36.0,71.0,65.36645962732919,73.0,66.92546583850931,68.0,63.88198757763975,69.0,63.515527950310556,73.0,66.86335403726709,67.0,62.267080745341616
2019.0,37.0,124.0,88.00632911392405,124.0,92.18987341772151,108.0,86.4113924050633,109.0,83.45569620253164,121.0,91.49367088607595,111.0,82.68354430379746
2019.0,38.0,135.0,95.3913043478261,154.0,101.3167701863354,145.0,94.48447204968944,131.0,91.2919254658385,154.0,100.59627329192547,131.0,90.54037267080746
2019.0,39.0,118.0,78.01863354037268,129.0,82.8944099378882,123.0,78.78260869565217,119.0,76.75776397515529,129.0,81.95031055900621,118.0,75.1304347826087
2019.0,40.0,64.0,56.149068322981364,67.0,58.608695652173914,67.0,55.701863354037265,63.0,54.31055900621118,62.0,53.52795031055901,64.0,55.285714285714285
2019.0,41.0,67.0,58.83647798742138,69.0,60.24528301886792,64.0,54.716981132075475,69.0,57.9874213836478,68.0,55.59748427672956,64.0,57.63522012578616
2019.0,42.0,65.0,57.18012422360248,67.0,59.18012422360248,67.0,55.6583850931677,66.0,58.01242236024845,65.0,55.09316770186335,64.0,55.73913043478261
2019.0,43.0,69.0,50.276729559748425,69.0,58.15094339622642,68.0,55.509433962264154,65.0,54.9937106918239,67.0,54.9748427672956,65.0,56.125786163522015
2019.0,44.0,73.0,56.683229813664596,75.0,64.11180124223603,73.0,62.43478260869565,73.0,59.975155279503106,75.0,62.422360248447205,74.0,59.66459627329193
2019.0,45.0,81.0,66.63333333333334,88.0,77.53333333333333,88.0,75.76666666666667,78.0,70.68333333333334,86.0,75.9,80.0,72.65
