unique location,X,Y
Evelyn Road,28826.2256707475,33088.6028191429
"Sunrise Avenue, Drive, Terminal ",,
"Chuan Drive, Lk",,
"Jalan Kelichap, Jalan Lokam",,
Cres Road ,,
Yishun Avenue 6 ,,
Boon Teck Road ,29788.693524605602,34288.9873464014
Bt Batok EaStreet Avenue 4 ,,
Jurong WeStreet Street 42 ,,
Jalan Dua ,,
Joo Chiat Terminal ,,
Bt Batok Street 31 ,,
Sengkang EaStreet Way ,,
Defu Lane 7 ,34834.6457534991,37486.5751771592
Jalan Terminalang Bulan ,,
Chai Chee Avenue ,38133.1369021945,34110.9774901271
Jalan MeLorong ,,
Marine Parade Road ,,
"Jalan Kelichap, JalanLokam ",,
Bright Hill Cres,,
Bishan Street 13 ,,
Jalan Hajijah ,,
Bt Batok Street 11 ,,
Kurau Gr ,,
"Lorong 25A, 27,27A Geylang",,
Lorong Mydin ,,
Jurong WeStreet Street 93 ,,
Highland Cl ,,
Canberra Cres ,,
"Bedok Pl, Road ",,
Pending Road ,,
"Tai Keng Gardens, Terminal",,
Jalan Kelulut ,32813.8668990927,40518.7514128946
Toh Guan Road ,,
Jalan Korban ,33610.427943449504,36266.0557817705
Somapah Road  ,,
Lorong Ampas ,30259.3327340605,34198.3390634898
Kismis Pl,20453.4439539388,35384.750648477995
Hougang Street 21 ,33601.651802106804,37763.6914017145
AlexanDrivea Road ,,
Tampines Street 42 ,,
ButTerminalworth Lane ,,
Yishun Street 722,,
Pasir Ris Street 52 ,40534.0120157273,39779.6116393749
Kaki Bt Road 3,,
Redhill Cl ,,
Bukit Batok WeStreet Avenue 6 ,,
BoscombeRoad ,,
Lorong 19 Geylang ,33101.712397445895,32810.7954251785
Jurong WeStreet Street61 ,,
Jalan Taman ,,
Jalan Sendudok ,27209.8295305101,47087.846908846914
Lorong 6 Realty Park,34052.267711221204,38900.8965979852
Jalan Sultan ,,
Mandai EStreetate,,
Kallang Bahru ,,
Holland Avenue ,,
Serangoon Avenue 1 ,,
Yishun Street 11 ,27646.600954676,46230.7511077747
Tuas South Street 15 ,6138.15913369041,28664.2354475353
WeStreet CoaStreet Drive ,,
Tampines Street 41 ,,
Jalan Tua Kong,,
Leith Road ,32564.9729057699,38054.801695596405
Lorong 6 Toa Payoh ,,
Haig Road ,,
Whitchurch Road,,
BaleStreetier Road,,
Ang Mo Kio Avenue 10 ,,
Bedok South Avenue 1 ,,
Bishan Street 25 ,,
Tanglin Halt Road ,,
Jurong WeStreet Street 41 ,,
Lorong Marican ,,
Playfair Road ,,
Jalan Merah Saga ,24219.4599787081,32667.6037386116
Jalan Kuang ,42318.1530190455,36510.1233332139
River Valley Road,,
Lorong 33 Geylang ,,
Daisy Avenue ,,
Jurong WeStreet Avenue 1 ,,
Maju Avenue ,31537.0299851615,38591.3317933604
Serangoon North Avenue 1 ,,
Joo Chiat Pl,35400.192405195,32847.224578052796
Lorong 12 Geylang ,,
Bedok Gdn ,,
Delta Avenue ,27473.090797396402,30496.636117575697
Woodlands Street 13 ,22281.5391243687,46409.2509119026
Ubi Avenue 1,,
MacphersonRoad ,,
Bishan Street 23,,
"Lorong 16, 20, 22Geylang ",,
Yishun Avenue 9 ,,
Bedok Ria Cres,,
Flower Road,33135.3595896689,38198.6034939103
Enggor Street ,29205.7070055166,28493.0839834232
Pasir Ris Rise ,41964.2990715345,39767.9263210464
"Kings Drive, Road",,
Jalan Tiga Ratus ,,
Jalan Derum,,
Tampines Avenue 1 ,39214.3496580664,36580.0337794945
Choa Chu Kang Avenue 4 ,,
Bt Batok Street 11 ,,
Road ,,
WeStreet CoaStreet Lane ,,
"Lorong 26, 28Geylang",,
Woodlands Cres ,,
Eunos Avenue 3 ,,
FLoronga Driveive,,
Hougang Avenue 4 ,,
Upp Changi Road EaStreet ,,
Jellicoe Road ,31204.2813276043,32179.8708972298
Lorong 23 Geylang,33302.953566852004,32867.24627419
Bukit Batok Street 32 ,,
Lorong 7 Toa Payoh,30239.6090564914,35732.9267157279
"Parry Terminal, View",,
Belimbang Road ,,
Rivervale Street ,,
Kitchener Road ,,
"EaStreetwood Drive, Green, Pl, Road, Terminal Walk, Way",,
Marsiling Road ,,
Lengkong Tiga,36632.7883023331,34155.0936817545
Rivervale Walk ,,
Punggol Ctrl ,,
Lengkong Satu ,36838.7523365784,34197.1301904898
Jurong EaStreet Avenue 1 ,,
Yishun Avenue 6 ,,
Happy Avenue North,33207.6886294559,34743.5364891961
Joo Seng Road,33050.8079748414,35265.3538951688
Choa Chu Kang Loop ,,
Marine Parade Road ,,
Almond Avenue ,,
Toa PayohCentral ,,
Marsiling Drive ,,
College Avenue EaStreet ,,
Joo Chiat Pl,,
Tampines Avenue 5 ,39604.7798911212,37376.640104753904
Mcnair Road ,,
Upp Boon Keng Road ,,
Lorong G Telok Kurau ,36067.9220446441,33199.615340963
LeiceStreeTerminal Road ,,
Choa Chu Kang Ctrl ,,
Tanah Merah Kechil Avenue ,,
Lorong 1 Toa Payoh ,29676.183131075497,35704.775190504304
Island Gardens Walk ,27467.073613037403,38230.215951195
Lorong Melayu ,36591.2900794214,33498.3047076985
"EaStreetwood Drive, Green, Pl, Walk ",,
Sembawang Road,,
Woodgrove View ,,
Bt Timah Road ,,
Jurong WeStreet Street 75 ,,
Parry View ,,
"Yunnan Drive 1, Road",,
Almond Street ,21303.9373694547,39243.7620264217
Lim Tua TowRoad ,,
Mcnair Road ,,
Haig Road,,
Kim Keat Lane ,,
Joo Koon Road ,10547.3644550191,34212.2555862404
Bedok Rise ,40803.3319946462,34393.8132436909
Bedok South Road ,39509.9236320416,33629.4463467319
Park Road,29031.2547875112,29617.9408109114
Vernon Park ,33428.1124059539,35674.2441174723
Woodlands Drive 42 ,,
BaleStreetier Road,,
Hougang Street 11 ,,
"Lorong 1, 6, 7 Realty Park",,
"Ubi Avenue 1, Cres, Road 1",,
Compassvale Walk ,,
Ubi Avenue 1 ,,
"Lorong L, M Telok Kurau",,
Compassvale Lk ,,
Woodlands Ind Park E5,,
Woodlands Avenue 4,23885.7059398042,46342.4460515566
Yuan Ching Road ,,
Jurong WeStreet Street 92 ,,
Anchorvale Lk ,,
Lengkok Bahru,25516.213740482002,29930.520094839903
Carmen Terminal ,,
Hazel Park Terminal,,
Kensington Park Drive ,,
Kampong Eunos ,,
Choa Chu Kang Street 52 ,18039.1491968771,41642.636244623
Redhill CI ,,
Jalan Hitam Manis,,
"Sungei Kadut Street 2, 3",,
Geylang Bahru ,31877.4520003423,34062.3770967107
VeRoade Pl,,
Charlton Lane ,,
Cornwall Gardens ,,
"Brighton Avenue, Cres ",,
Delta Avenue ,,
Kaki Bt Ind Terminal,,
Yishun Ring Road ,,
"Bedok Lane, Road, Walk ",,
Gangsa Road ,,
Kee Choe Avenue ,,
GeylangRoad ,,
Tanah Merah Kechil Road ,,
Kaki Bt Ind Terminal ,,
Teck Whye Avenue ,18918.0992086241,40499.7910636067
Serangoon Central ,,
Bishan Street 24 ,,
Eunos Cres,35695.1421928098,33657.2366538383
Woodlands Street 83 ,,
Choa Chu KangStreet 62 ,,
Joon Hiang Road ,,
Kaki Bt Ind Terminal,,
Woodlands Drive 62,24677.1069891006,46805.229417713395
Bartley Road ,32983.292785453596,36037.4443946052
Jalan Gembira ,,
Tanah Merah Kechil Rise,,
Woodlands Avenue 1 ,,
Yishun Avenue 5 ,,
Hougang Avenue 6 ,,
Bishan Street 22 ,,
Pasir Ris Street 51,40667.1425337018,39005.910247577405
Yishun Street 21 ,28520.6138950633,45819.3770039212
Bloxhome Drive,,
Eunos Road 5 ,,
"WeStreet CoaStreet Lane, Pl, Terminal",,
Woodlands Ind Park E1,,
Jalan Leban ,27498.1324386327,39312.2279331777
Tampines Street 83 ,,
Bright Hill Cres ,,
Lakepoint Drive,15027.8332014997,35848.7503940966
Circuit Link ,,
Clementi Avenue 4 ,20387.0425960841,33825.1811948083
"Lorong 6, 7 Realty Park ",,
Ava Road ,,
Koon Seng Road ,,
Fulton Avenue ,,
Clover Cres,,
"Pemimpin Pl, Terminal",,
Terminalang Bulan Avenue,,
"Pasir Ris Drive 4, Lk",,
Bedok South Avenue 1 ,,
Rowell Road ,30435.6015759129,32229.9701006617
Green Lane,,
Angklong Lane ,27651.092662924,38222.2584680077
Dorset Road ,,
Leith Park ,,
Jurong WeStreet Street 92 ,,
Pasir Ris Street 52 ,,
Serangoon Gdn Way,,
Phoenix Road ,,
"Loyang Rise, View",,
Lorong 4 Toa Payoh ,29899.0661812508,35467.4295226168
Buffalo Road ,,
Rivervale Walk ,,
"Nim Road, Rise ",,
Tanah Merah Kechil Road,,
Lorong 2 ToaPayoh ,,
"Woodlands Lk, Terminal",,
Mei Hwan Drive ,,
Woodlands Drive 40 ,,
Jalan Bangsawan ,,
CrawfoRoad Lane ,,
Dairy Farm Road ,,
"Yunnan Cres, Drive 2",,
"Daisy Avenue, Road ",,
Eunos Avenue 3,35271.0559292799,33550.8153613955
Lorong 24A Geylang ,,
Everitt Road North ,,
Sengkang EaStreet Way ,,
Shaw Road,33692.921274848304,35483.3622562978
Braddell Rise ,29099.4982548552,36116.5172016993
Bt Batok Street 24 ,,
Jalan Kenarah ,32314.9588154415,40742.050042485804
Bright Hill Drive ,,
Derbyshire Road ,,
Bedok South Avenue 2 ,,
Pulasan Road ,,
Punggol Central ,,
Onan Road,,
Lorong 35 Geylang,,
Bukit Batok WeStreet Avenue 4 ,,
Lorong 28 Geylang ,,
BedokReservoir Road,,
Sims Drive ,,
Hougang Street 91 ,,
Jalan Pintau,28522.3856920265,37413.8324648384
Bedok North Street 4 ,,
Woodlands Drive 16 ,23466.7301529124,45709.85917567281
Yishun Avenue 6 ,,
Choa Chu Kang Drive ,,
Yishun Avenue 7,,
Jalan Rabu ,,
Joon Hiang Road ,,
Everitt Road ,35595.2988293925,33197.3394912686
Pasir Ris Street 71 ,39425.4338244367,39987.7618695498
Kaki Bt Avenue 3,,
Jalan Sembilang ,,
Lorong Marzuki ,,
Yishun Ring Road ,,
Marine Driveive ,,
"Tai Hwan Hts, Walk",,
Hougang Avenue 7 ,,
 Joon Hiang Road ,,
Jalan Batu ,,
Goldhill Avenue,27809.9169761119,33523.0951549392
EaStreetwood Green ,,
CrawfoRoad Lane ,,
Pasir Ris Grove ,40625.7880534446,39325.7569954675
"Lorong 15, 17Geylang",,
Rivervale Cres ,,
Bedok North Avenue 2 ,,
Everitt Road ,,
Jalan Anak Bt ,,
Woodlands Ring Road ,,
Serangoon Central ,,
Toh Guan Road EaStreet,,
Tampines Street 41 ,,
Jalan Sinar Bintang ,,
Pasir Ris Lk ,,
Ee Teow Leng Road ,,
Lorong 40 Geylang ,,
Jalan MeLorong ,,
Lange Road,,
Jalan Setia ,,
Corporation Road,,
MacPherson Road ,32116.8432088373,34541.602001356
Ah Soo Gdn ,,
Buffalo Road ,29871.445798604702,32114.9856929462
Trevose Cres ,,
Jalan Raja Udang ,,
Compassvale Bow ,34886.3971348237,40409.321089386896
Bishan Street 22,29378.5015973933,37811.7508457266
Fajar Road ,,
Jalan Lembah Thomson,28030.7878107298,37216.4083000552
Jalan Hock Chye,,
"Faber Avenue, Green",,
Bt Batok Street 34 ,,
Hougang Street 91 ,33512.996575118996,40047.3807776123
Clementi WeStreet Street 2,,
EaStreet CoaStreet Road,,
Choa Chu Kang Cres,18771.5040386291,42454.4817127176
Lengkong Empat,36685.1352365054,34392.055672681
"Simon Lane, Pl",,
"Bedok Lane, Walk",,
Yung Loh Road ,,
Jurong EaStreet Street 24 ,,
Tanglin Halt Road,24251.5164370472,31116.0827839561
Edgedale Plains ,,
Upper Serangoon Cres ,,
King Georges Avenue ,,
Lorong 7 Toa Payoh ,,
Bt Batok WeStreet Avenue 6 ,,
Jalan Minggu ,,
Marine Parade Road,,
Ang Mo Kio Avenue 10 ,,
Rivervale Cres ,,
Jalan Kechubong          ,,
Boon Lay Avenue ,,
Kaki Bukit Indus Terminal,,
Jurong EaStreet Street 32 ,,
ButTerminalworth Lane ,,
Jalan Ulu Siglap ,,
Ang Mo Kio Avenue 6 ,29278.3883646335,39166.3653997276
Peck Hay Road,,
Streetirling Road ,,
ButTerminalworth Lane ,,
"Lorong 7, 9, 11,13 Geylang",,
Lorong H Telok,36094.267146332204,33099.212594939396
Aroozoo Avenue ,33388.0089014638,37383.7245684881
Jurong EaStreet Street 31 ,,
Woodlands Avenue 1 ,,
Lorong 14 Geylang,,
Bedok North Street 2 ,,
Punggol Ctrl ,,
Jurong EaStreet Street 32 ,,
Kaki Bt Avenue 3,,
"EaStreetwood Drive, Green, Pl, Walk ",,
Jalan Membina,27180.5113863898,29564.413031891
Grace Park,,
Bt Batok WeStreet Avenue 4 ,,
Tembeling Road ,35533.021756731,32899.1832042616
Bt MugliStreeton ,,
Woodlands Street 82 ,23168.8293882245,47077.5412960183
Lorong 27A Geylang ,,
Bedok North Street 4 ,39784.4447099427,34887.5066380352
Joo Hiang Road ,,
Anchorvale Drive ,,
Bt Batok Street 32 ,,
Kwong Avenue ,32182.8601027643,34702.722837272995
Lorong L Telok Kurau,,
Jalan Rahmat ,,
Chai Chee Street ,37883.7907354627,34558.852330636204
Chuan Hoe Avenue,,
Circuit Link ,34144.2269307757,34279.3548632637
Bunga Rampai Pl ,,
Pasir Ris Street 51 ,,
Lorong Chuan ,,
HougangAvenue 3 ,,
Hai Sing Road ,,
Cornwall Gardens,,
CrowhurStreet Drive ,,
Kensington Park Drive,,
Hougang Avenue 4 ,,
Jalan Malu­ Malu ,,
Kaki Bt Pl,,
Plantation Avenue,32435.1932049328,37929.0122230519
Guan Soon Avenue ,41422.0294678928,35431.3386447281
Yishun Ind Street 1 ,,
Ah Hood Road,30577.1694759559,35642.10469459
Jalan Daud ,36100.4684205679,34161.9211703055
Bedok North Avenue 1 ,38488.6816495443,34466.5712716114
Wellington Circle,26670.694297654598,48135.707010245
"Farrer Drive, Road ",,
Recreation Lane ,,
Branksome Road ,34277.363381274,31726.9415758513
Dunbar Walk,37171.5611366201,33060.7649610341
Hougang Avenue 2,34303.6149851605,38684.7539553717
Bedok North Avenue 1 ,,
"Meragi Cl, Road",,
Kim Keat Road ,,
Seletar Hills Drive,32797.258129995294,40566.5949856453
"Eng Kong Cres, Gdn",,
"Lorong J, K Telok Kurau",,
Bt Batok EaStreet Avenue 4 ,,
Beach Road,,
"Lorong 6, 7 RealtyPark",,
Holland Road,,
Chun Tin Road ,,
Bt Batok WeStreet Avenue 5 ,,
Ang Mo Kio Avenue 5 ,28968.133268371206,39865.8164612055
Jurong EaStreet Street 21 ,,
Tanjong KatongRoad,,
Bt Merah View ,,
Flower Road ,,
"Senoko Cres, Drive,Road",,
Bt Batok EaStreet Avenue 3 ,,
JalanBangau ,,
"Tanah Merah Kechil Lk, Avenue, Road",,
Hougang Street 61 ,,
Lim Tua Tow Road ,,
"Senoko Cres, Drive, Road",,
Veerasamy Road ,30357.475006524503,32043.672022940602
Jalan Tani ,,
"Mei Hwan Drive, Road",,
Woodlands InduStreetrial Park E5,,
Woodlands Avenue 5,22619.7402867805,46109.911237536
Toh Cl,,
Corporation Rise,,
North Bridge Road,29776.6172952661,30266.813405701894
Corporation Drive ,15712.303487652,35285.4564068224
Lorong Chuan ,31504.881845099902,37071.0015116371
Edgefield Walk ,,
Meyer Road,,
Jalan Tani,33735.5375970788,38654.164646739104
Keng Chin Road ,,
Tampines Street 33,41812.755631024906,37267.3818244655
Yishun Street 81 ,,
Jurong WeStreet Street 61 ,,
Choa Chu Kang Street 51 ,,
Farrer Road ,,
CheStreetnut Drive,,
Kaki Bt Avenue 1,,
Jalan Keruing,32389.7285443628,40768.398988207795
"Bedok Avenue, Gdn, Road ",,
Jalan Sentosa ,,
Cranborne Road ,,
Kaki Bt InduStreetrial Terminal,,
Yishun Street 11,27646.600954676,46230.7511077747
Loyang View,,
Siglap Hill ,37178.9624456065,33541.581114118904
Tampines Street 44 ,,
Dunbar Walk,,
Clementi Avenue 5 ,20544.9421921019,33203.0598677788
Jalan Mata Ayer ,,
Petir Road ,,
Miltonia Cl ,,
Coronation Road ,,
Gentle Drive ,,
Langsat Road ,,
Tampines Avenue 5 ,,
Geylang Bahru ,,
Jurong EaStreet Street 24,,
Jalan Bt Ho Swee ,,
S�goon Central Drive ,,
Geylang EaStreet Avenue 2,,
Jurong WeStreet Street 25 ,,
Rosyth Road,32656.6855623284,38295.6944382265
"Sungei Kadut Street 4, 5",,
"Lorong 25A, 27 Geylang",,
Lorong 6 Geylang ,,
"Mimosa Cres, Road, View ",,
Woodlands Ring Road ,,
"Toh Tuck Drive, Road",,
Commonwealth Cres ,,
Boon Lay Drive,,
Choa Chu Kang Avenue 2,18274.3004964814,40109.0160782151
Claymore Road,,
Aroozoo Avenue ,,
Pasir Ris Street 71 ,,
"VeRoade Cres, Grove",,
Jalan Krian ,,
Clementi Avenue 2 ,,
Lucky Cres ,,
MoonStreetone Lane ,,
Phillips Avenue ,,
Woodlands Street 32 ,,
"VeRoade Avenue, Cres",,
Pasir Ris Gr,,
Serangoon North Avenue 3 ,32320.292185512404,39537.6742880903
Woodlands Avenue 1,21669.9377377601,45682.4107454438
Kurau,36572.136045305095,32805.7619805578
AlexanDrivea Road,,
CommonwealthDrive ,,
Faber Avenue ,,
"Lorong 34, 36Geylang",,
Brighton Cres ,,
Jurong WeStreet Street 52,,
Pasir Ris Lk,,
Brookvale Drive ,,
Lorong 8 ToaPayoh ,,
Bishan Street 13 ,30421.616829127997,36468.8731261604
Balam Road ,,
"Joo Chiat Road,Terminal",,
Compassvale Lane ,,
"Lorong K Telok,Kurau ",,
Elite Park Avenue ,37988.9657739438,33034.155559312596
Frankel Avenue ,37061.5022681616,33459.8954535984
Yishun Street 71,27343.1960479533,45474.324017498606
Quemoy Road,,
Tembeling Road,35533.021756731,32899.1832042616
Jurong WeStreet Street52 ,,
Choa Chu Kang Street 52 ,,
"Toh Cres, Drive",,
Bedok North Street 3 ,,
Berwick Drive ,,
Kaki Bukit Avenue 3,,
Choa Chu Kang North 5,18494.7997310627,41597.4832232129
 Changi Road ,36684.266817784905,33390.350947240404
Toh Tuck Road,21058.0928149549,35761.3548903242
Yishun Ctrl ,,
Penjuru Pl,,
Bright Hill Road ,,
Jalan Kemuning ,27202.992810224197,46762.3947725166
Kew Hts ,,
"Happy AvenueCentral,EaStreet, North ",,
Jalan Pari Burong ,,
GuillemaRoad Lane ,,
Choa Chu KangAvenue 2 ,,
Jalan Chempaka Kuning ,,
Bedok North Street 2,39325.1157076955,34730.382205082096
Marsiling Drive ,21592.3873497108,46927.6887764186
Lorong K Telok Kurau ,,
Yishun Ring Road ,,
"Lorong 6, 7 Realty Park ",,
Bendemeer Road ,,
Kent Road ,29979.5180884879,33225.8314102367
Ashwood Grove,21762.0683346381,45610.109885148704
Kwong Avenue ,,
Hougang Avenue 6,34758.7241764572,39640.9892681669
Compassvale Bow,34886.3971348237,40409.321089386896
"Lorong 7, 9, 11,13, 17, 21",,
Jalan Taman ,,
Tampines Street 91,39732.4713432258,36881.634956531205
"Cashew Cres, Lk ",,
Marine Drive ,36371.519576815896,31748.512871682597
"Punggol Central, Pl",,
Marsiling Drive ,,
Jalan Loyang Besar ,,
WeStreet CoaStreet Way,,
Pasir Ris Hts ,,
Jurong WeStreet Street 93 ,,
Jalan Kemboja ,32501.521284,34730.2814126946
"Fulton Avenue, Road ",,
Boon Lay Avenue ,14160.7972129667,36777.0499923937
Glasgow Road,,
Lorong Napiri,,
Upp Serangoon Cres ,,
Compassvale Bow ,,
Jalan Angin Laut ,41625.6441617785,35472.8279991206
"Bright Hill Cres, Drive ",,
Leedon Hts ,,
Pasir Ris Drive 4 ,,
Peakville Walk,40359.7481553853,35014.024297731004
Lakeside Drive,,
Sennett Avenue,,
Defu Lane 7,34834.6457534991,37486.5751771592
Woodlands Drive 50 ,23698.0392043954,46704.4290109184
Amber Road ,,
Joo Chiat Road ,35242.6632892974,33135.3522950858
Telok Blangah Rise ,26614.229525370498,28492.1790009774
Gerald Drive ,32948.5910566775,40473.96999152
Kee Choe Avenue ,,
Hume Avenue,,
Cheviot Hill ,37598.2552290913,33103.8810682129
Circuit Road ,34149.4829056114,34670.336488178
Da Silva Lane ,,
"Lorong M, N Telok Kurau",,
Kovan Rise ,,
Jalan Tenaga ,36148.5545004038,34875.0706737097
Upp Boon Keng Road ,,
Fernvale Road ,,
Ang Mo Kio Avenuenue 3<br,,
"Lorong 5, 6 Rea",,
"Yunnan Cres, Drive 1, Drive 2, Drive 3",,
Middle Road ,,
Simei Street 2 ,,
GaRoadenia Road ,,
Angsana Avenue ,,
Jalan Sultan ,,
Jalan Rebana,,
Upp Bt Timah Road ,,
"Lorong 37, 39Geylang",,
"Kim Chuan Lane, Terminal",,
Jalan Kurnia,,
Lorong Melayu,,
Buckley Road ,,
Cheng Soon Cres ,,
Miltonia Cl,29616.9502608757,44427.5377030913
Woodlands Cres,24196.7687069429,47754.350271202595
Lengkok Bahru ,25516.213740482002,29930.520094839903
Pasir Ris Streetreet 13 ,,
Bt Batok Street 21 ,,
Telok Blangah Cres ,,
Ang Mo Kio Avenue 1 ,,
Yio Chu Kang Road ,32901.2355551645,39431.765553684905
Boundary Cl ,,
Frankel Avenue,,
Joo Chiat Pl,,
Sgn North Avenue 1,,
Chuan Gdn,,
WeStreet CoaStreet Rise,,
Woodlands Drive 72 ,,
Jalan Isnin ,,
Hougang Avenue 3 ,,
"Ah Soo Gdn, Walk",,
Hillside Drive,,
"Bedok Pl, Road",,
Vernon Park,33428.1124059539,35674.2441174723
Marlene Avenue ,,
Sommerville Walk ,32172.3972174926,36450.7584643383
Pasir Ris Street 72,,
Bishan Street 23,29516.5829283921,37461.9297135603
EaStreet CoaStreet Road ,,
Boon Teck Road ,,
"Sunrise Avenue, Drive, Lane, Terminal, Way ",,
Woodlands Street 13 ,,
Jalan Tua Kong ,38278.8786966568,32824.38045297
Figaro Gardens,,
Lorong 14 Geylang ,,
Mt Emily Road ,,
Daisy Avenue ,31779.2406563396,36350.186671624
Recreation Road ,,
Bt Batok WeStreetAvenue 5 ,,
Miltonia Cl ,,
Simet Street 4 ,,
Surin Road ,,
Choa Chu Kang Avenue 1 ,,
"Lorong 20, 22 Geylang ",,
Woodlands Avenue 4 ,,
Senja Road ,,
Jalan Mutiara ,27561.2446957696,30916.063442248906
Aljunied Avenue 2 ,33880.651996773704,33642.6309896354
Jalan Loyang Besar,,
WeStreet CoaStreet Lane,,
Ang Mo Kio Avenue 1 ,,
Carmichael Road,,
"Joo Chiat Avenue, Pl, Walk ",,
Compassvale Link ,,
Silat Avenue ,27752.350388684303,28860.3177417964
Rivervale Drive ,35642.0742147295,40827.642210057005
Woodlands Terminal,,
Corporation Rise ,,
Jurong WeStreet Street 81 ,,
Woodlands Drive 60,24175.399147222797,47659.59982899389
Tampines Avenue 5 ,,
Jelapang Road ,,
Canberra Road,26840.157443903398,47500.5072809346
Tampines Street 34 ,,
FLoronga Drive ,,
Sims Pl ,,
"Lorong 32, 34, 36 Geylang",,
Sembawang Drive ,,
Jalan Teck Whye ,,
Bt Purmei Road ,,
Puay Hee Avenue ,,
Joo Chiat Lane ,35498.944426191,32747.163406224903
Hougang Avenue 4,33924.3504296904,40034.935642087796
Pasir Panjang Road ,,
"Eng Kong Cres, Gdn, Terminal",,
"Jalan Gelenggang,Tarum ",,
Sims Drive ,,
Jalan Simpang Bedok ,40533.0728909969,34974.330863883704
CheStreetnut Avenue,,
Waringin Walk,37484.3505711583,33831.4914943203
Bedok Reservoir Road,,
Bedok North Avenue 3 ,,
Upp Bt Timah Road ,,
Serangoon Ctrl Drive ,,
Tanah Merah ,,
Jalan Keli ,,
Jalan Redop ,,
Cambridge Road ,,
Lowland Road ,,
Joo Chiat Road,,
Jalan Sempadan ,38493.653165870295,32748.8088040873
Bt Batok WeStreetAvenue 2 ,,
Redhill Cl ,,
Celyon Road ,,
Kang Ching Road ,15710.494461068898,35640.3567185309
WeStreet CoaStreet Road ,,
Penjuru Pl ,,
Dido Street ,,
Serangoon North Avenue 1 ,,
Pasir Ris Street 12 ,,
Geylang Serai ,,
Edgefield Plains,35957.3553702235,42151.1449694932
1Hythe Road ,,
Jalan Damai ,,
Kranji Road,19397.278559953,46235.3506911155
"Jansen Cl, Road ",,
Woodlands Avenue 6 ,24354.257990174,46128.7578094732
Bedok South Avenue 3 ,40169.33121044,33864.2794390228
Geylang EaStreet Avenue 1,,
 Pasir Ris Street 21 ,42328.7808345603,38775.8109468687
Jalan Teck Whye ,19445.6533055501,40020.3937222585
Jurong WeStreet Street 93 ,,
 Pasir Ris Drive 6 ,,
Jalan Langgar Bedok,,
 Shunfu Road ,28557.4184012041,36830.5990498066
"EaStreetwood Drive, Green, Pl, Road, Terminal, Way ",,
Clementi Avenue 1 ,,
Jurong WeStreet Avenue 5 ,,
Hougang Avenue 7 ,35067.5747777391,38559.261109069
Wellington Circle ,,
Bt Batok Street 34 ,,
Chuan Cl ,,
Tampines Street 32 ,,
Upp Cross Street ,,
Bedok Ria Cres ,,
Anchorvale Lane ,33726.598946930804,41470.2628620062
BidefoRoad Road ,,
Sembawang Cres ,,
Fernvale Street ,,
Surin Avenue ,33184.560923633195,37376.3389988523
Tampines Street 23,41429.2045237012,37346.9064417537
Geylang Road ,,
Tai Hwan Terminal,,
Ang Mo Kio Avenue 6 ,,
Chun Tin Road ,21555.1044278191,36016.9417704735
Upp Serangoon Road,,
Circuit Road ,,
Chempaka Avenue ,,
Woodlands Ind Park E1,,
Cantonment Road ,,
Jalan Kuang ,,
Lorong 14 Geylang,33103.4472069321,32721.2617002316
Cantonment Road ,,
Woodlands Drive 72,24692.1257810127,47138.0969679095
Eunos Avenue 5B ,35050.2661825903,33747.4794668388
Nemesu Avenue ,,
Lakeside Drive ,,
Eng Kong Cres,20763.29509369,35308.7229518853
Nim Road ,31430.9774778327,40372.477809958196
Yishun Ind Street1 ,,
Chuan Drive ,,
Tampines Street 71 ,,
Hillside Drive ,32920.887225201404,37808.1163570452
Jalan Sotong ,,
Jurong WeStreet Street 61 ,,
Upp Serangoon Road ,,
Bedok South Avenue 3 ,,
Meyer Road ,,
Jurong WeStreet Ctrl 1 ,,
GuillemaRoad Road,,
Kian Teck Avenue ,,
Desker Road ,30767.5411097296,32232.410910869
Teck Whye Lane ,19189.033681795,40222.9222798161
Jalan Chulek ,,
Bedok Terminal,,
Bedok North Avenue 1 ,,
Yishun Avenue 4 ,,
Kampong,29217.9804307697,30023.8542072866
"Eunos Avenue 1, 4, 5, 5A, 6, 7, 8, 8A ",,
Holland Hill ,,
Holland Park ,24677.7480952637,32383.595948182003
Woodlands Avenue 5 ,,
Pheng Geck Avenue ,31996.9185818918,34650.835098682
Nallur Road ,39017.3135591019,32878.4765133858
Rose Lane ,,
"Bedok Ria Cres, Pl",,
Choa Chu Kang Street 52 ,,
Rosewood Drive,22704.420691878506,45602.392699485594
Jalan Merlimau,,
Gambir Walk ,,
Jalan Loyang Besar ,42207.0012645004,40157.040956188
Clementi Avenue 3 ,20309.010795753402,32653.5214683842
Tanjong Rhu Road,,
Tampines Street 12 ,40331.4240118498,36651.1437459681
Choa Chu Kang Avenue 5 ,17406.7080916036,39880.1017085332
Sin Ming Avenue ,27985.169933626406,38284.4509113878
Tanjong Katong Road,,
"Joo Chiat Avenue, Pl",,
Choa Chu Kang Drive ,18714.2776633389,42855.9454128053
Hooper Road ,29123.2641611146,32643.8922541887
Loyang Cres,,
Hai Sing Road ,34732.0013000648,38674.3141645715
Bedok Ctrl ,,
"Bishan Street 13, 15 ",,
Jalan Kemaman,,
ColcheStreeTerminal Grove ,,
Jalan Leban,27498.1324386327,39312.2279331777
Chai Chee Drive ,,
Hougang Ctrl ,,
Punggol Road ,,
